location,topics 
"Dallas, TX, United States","['sql-server', 'c#', 'entity-framework', 'sql', 'entity-framework-core', 'tsql']"
"California, USA","['dart', 'flutter', 'c', 'c++', 'python', 'winapi']"
,"['javascript', 'c#', 'regex', '.net', 'css', 'html']"
"London, United Kingdom","['javascript', 'jquery', 'json', 'arrays', 'html', 'ajax']"
"Lake Charles, Louisiana, United States","['jquery', 'javascript', 'c#', 'css', 'html', '.net']"
"London, United Kingdom","['html', 'css', 'javascript', 'svg', 'drag-and-drop', 'jquery']"
Switzerland,"['mysql', 'email', 'python', 'android', 'smtp', 'gmail']"
"San Francisco, CA, United States","['c#', 'system.reactive', '.net', 'reactiveui', 'windows', 'wpf']"
"Philadelphia, PA","['ruby-on-rails', 'javascript', 'asp.net-mvc', 'jquery', 'unit-testing', 'c#']"
"Sunnyvale, CA","['c++', 'c', 'string', 'linux', 'algorithm', 'templates']"
"Bangalore, India","['c++', 'c', 'stl', 'templates', 'pointers', 'vector']"
"Cedar Rapids, Iowa, United States","['git', 'c#', 'linq', '.net', 'linq-to-sql', 'powershell']"
Belgium,"['c++', 'mingw', 'gcc', 'c', 'windows', 'c++11']"
"Sydney, Australia","['c#', 'git', '.net', 'c++', 'unit-testing', 'wpf']"
"Kirkland, WA","['python', 'c++', 'java', 'list', 'python-3.x', 'c']"
,"['python', 'neural-network', 'deep-learning', 'nlp', 'tensorflow', 'matlab']"
"Bern, Switzerland","['google-chrome-extension', 'javascript', 'google-chrome', 'google-chrome-app', 'jquery', 'html']"
"Houston, TX, United States","['c#', '.net', 'c++', 'algorithm', 'math', 'c++11']"
"Brussels, Belgium","['firebase', 'google-cloud-firestore', 'javascript', 'google-cloud-functions', 'node.js', 'firebase-realtime-database']"
"Brooklyn, NY","['c#', '.net', 'sql-server', 'sql', 'linq', 'wcf']"
,"['c++', 'c', 'c++11', 'pointers', 'string', 'arrays']"
"Tel Aviv, Israel","['python', 'pandas', 'c++', 'algorithm', 'c++11', 'dataframe']"
"London, United Kingdom","['javascript', 'php', 'regex', 'c', 'jquery', 'arrays']"
,"['c#', 'wpf', '.net', 'xaml', 'winforms', 'data-binding']"
"Orlando, FL","['c#', '.net', 'sql-server', 'sql', 'database', 'asp.net']"
United States,"['c#', '.net', 'wpf', 'java', 'asp.net-mvc', 'wcf']"
"London, United Kingdom","['c#', 'asp.net-web-api', 'asp.net-mvc', 'linq', 'asp.net', '.net']"
"Austin, TX, United States","['python', 'swift', 'django', 'ios', 'audio', 'pydub']"
United States,"['css', 'html', 'flexbox', 'javascript', 'jquery', 'html-table']"
"Calgary, Canada","['bash', 'shell', 'awk', 'sed', 'linux', 'unix']"
"Haarlem, The Netherlands","['python', 'php', 'c#', 'java', 'javascript', 'mysql']"
,"['oracle', 'sql', 'ios', 'java', 'c#', 'iphone']"
,"['python', 'numpy', 'string', 'windows', 'macos', 'security']"
United Kingdom,"['sql-server', 'sql', 'asp.net', 'c#', '.net', 'javascript']"
"Amsterdam, Netherlands","['c++', 'python', 'c', 'boost', 'vim', 'templates']"
,"['c++', 'c#', 'c', 'python', 'algorithm', 'java']"
"Corvallis, OR","['emacs', 'elisp', 'lisp', 'emacs23', 'regex', 'key-bindings']"
Europe,"['kotlin', 'java', 'generics', 'android', 'jvm', 'arrays']"
"Bremen, Germany","['rust', 'rust-macros', 'rust-cargo', 'iterator', 'borrow-checker', 'rust-proc-macros']"
"Washington, DC","['python', 'c++', 'c', 'html', 'javascript', 'css']"
Egypt,"['gradle', 'android', 'kotlin', 'java', 'firebase', 'intellij-idea']"
"Oakland, CA, USA","['javascript', 'node.js', 'apache-flex', 'ruby-on-rails', 'ruby', 'html']"
"Bengaluru, Karnataka, India","['pandas', 'python', 'dataframe', 'python-3.x', 'numpy', 'pyspark']"
"Philadelphia, PA","['bash', 'python', 'shell', 'php', 'linux', 'javascript']"
"Minneapolis, MN","['javascript', 'html', 'jquery', 'css', 'angularjs', 'asp.net']"
"Centreville, VA","['android', 'java', 'android-activity', 'listview', 'android-layout', 'extjs']"
"Lexington, South Carolina","['javascript', 'jquery', 'html', 'css', 'internet-explorer', 'python']"
,"['regex', 'java', 'c#', 'string', 'php', '.net']"
,"['nginx', 'ubuntu', 'python', 'flask', 'chef-infra', 'mysql']"
"Madrid, Spain","['python', 'list', 'java', 'c', 'math', 'c++']"
"Cary, NC","['python', 'flask', 'wxpython', 'list', 'string', 'dictionary']"
"London, United Kingdom","['javascript', 'java', 'linux', 'multithreading', 'collections', 'guava']"
"Mexico City, Distrito Federal, Mexico","['git', 'ruby-on-rails', 'c#', 'ruby', 'windows', 'sql-server']"
"Mountain View, CA","['python', 'git', 'sorting', 'algorithm', 'sockets', 'c']"
,"['php', 'vim', 'mysql', 'sql', 'arrays', 'regex']"
"Beijing, China","['javascript', 'c#', '.net', 'asp.net-mvc', 'php', 'performance']"
"Bombay, Maharashtra, India","['javascript', 'inheritance', 'functional-programming', 'oop', 'haskell', 'prototype']"
"Troon, Scotland","['cmake', 'c++', 'googletest', 'boost', 'unit-testing', 'visual-studio-2010']"
Denmark,"['c#', 'asp.net', 'jquery', 'javascript', 'html', 'asp.net-mvc']"
"Hanover, Germany","['c#', 'c++', '.net', 'flutter', 'dart', 'wpf']"
"Zurich, Switzerland","['mercurial', 'dvcs', 'version-control', 'python', 'branch', 'git']"
"Copenhagen, Danmark","['java', 'eclipse', 'jar', 'maven', 'jvm', 'logging']"
,"['python', 'pandas', 'numpy', 'machine-learning', 'matlab', 'python-3.x']"
Bulgaria,"['c++', 'qt', 'c', 'amazon-web-services', 'git', 'winapi']"
Netherlands,"['ruby', 'ruby-on-rails', 'regex', 'javascript', 'php', 'ruby-on-rails-3']"
Finland,"['java', 'git', 'multithreading', 'scala', 'unit-testing', 'tdd']"
"Buenos Aires, Argentina","['python', 'javascript', 'c', 'node.js', 'linux', 'android']"
Singapore,"['javascript', 'ios', 'xcode', 'iphone', 'html', 'objective-c']"
"Calgary, Canada","['php', 'mysql', 'regex', 'sql', 'css', 'html']"
"Berlin, Germany","['java', 'git', 'cryptography', 'javadoc', 'encryption', 'jsch']"
"Seattle, WA, USA","['xamarin', 'c#', 'xamarin.forms', 'xamarin.android', 'android', 'xamarin.ios']"
"Quebec City, Canada","['cryptography', 'hash', 'encryption', 'c', 'java', 'security']"
"Cambridge, MA / Cambridge, UK","['git', 'tfs', 'java', 'visual-studio', 'azure-devops', 'version-control']"
"Lahore, Pakistan","['elixir', 'ruby-on-rails', 'ruby-on-rails-3', 'phoenix-framework', 'android', 'ruby']"
"Clemson, SC","['python', 'string', 'list', 'node.js', 'javascript', 'python-3.x']"
Switzerland,"['sqlalchemy', 'python', 'sql', 'orm', 'flask-sqlalchemy', 'postgresql']"
Vienna,"['facebook', 'facebook-graph-api', 'javascript', 'facebook-javascript-sdk', 'php', 'android']"
,"['python', 'dictionary', 'string', 'list', 'performance', 'numpy']"
"New York, United States","['python', 'pandas', 'dataframe', 'numpy', 'haskell', 'arrays']"
"Paderborn, North-Rhine-Westphalia, Germany","['cassandra', 'databricks', 'emacs', 'apache-spark', 'azure-databricks', 'pyspark']"
North Carolina,"['python', 'c', 'perl', 'c++', 'arrays', 'regex']"
"Washington, DC","['c#', '.net', 'asp.net', 'javascript', 'sqlite', 'apache-flex']"
,"['python', 'mysql', 'sql', 'algorithm', 'sql-server', 'c#']"
"Austin, TX, USA","['mongodb', 'aggregation-framework', 'java', 'mongodb-query', 'mongoose', 'spring']"
,"['c#', 'asp.net', 'sql', 'sql-server', '.net', 'winforms']"
,"['python', 'altair', 'numpy', 'pandas', 'vega-lite', 'jax']"
"Bangkok, Thailand","['couchdb', 'nosql', 'node.js', 'mapreduce', 'database', 'javascript']"
"Melbourne, Australia","['asp.net-mvc', 'c#', 'asp.net', 'asp.net-mvc-3', 'entity-framework', 'entity-framework-4']"
,"['c++', 'git', 'python', 'c++11', 'linux', 'c']"
,"['python', 'javascript', 'c#', 'jquery', 'android', '.net']"
,"['go', 'javascript', 'postgresql', 'mysql', 'perl', 'sql']"
"Provo, UT, United States","['git', 'javascript', 'node.js', 'ssl', 'express', 'ssl-certificate']"
Sweden,"['go', 'json', 'arrays', 'slice', 'interface', 'sql']"
"Ghent, Belgium","['javascript', '.net', 'android', 'jquery', 'php', 'asp.net']"
,"['c', 'c++', 'arrays', 'pointers', 'string', 'struct']"
"Tasmania, Australia","['git', 'perl', 'css', 'html', 'php', 'regex']"
"Waco, TX","['backbone.js', 'javascript', 'marionette', 'rabbitmq', 'amqp', 'node.js']"
"Buenos Aires, Argentina","['postgresql', 'java', 'png', 'sql', 'c', 'struts2']"
"Peachtree City, GA, United States","['c#', '.net', 'asp.net', 'sql', 'linq', 'sql-server']"
"Hyderabad, Telangana, India","['java', 'spring', 'design-patterns', 'maven', 'rest', 'multithreading']"
"Jena, Germany","['javascript', 'html', 'arrays', 'jquery', 'php', 'json']"
Washington State. USA,"['css', 'html', 'less', 'twitter-bootstrap', 'css-selectors', 'mixins']"
Bulgaria,"['openmp', 'mpi', 'c++', 'c', 'parallel-processing', 'multithreading']"
"İstanbul, Turkey","['java', 'jquery', 'spring-security', 'spring', 'javascript', 'spring-boot']"
"Cluj-Napoca, Romania","['android', 'android-fragments', 'android-asynctask', 'java', 'android-activity', 'sqlite']"
,"['kotlin', 'android', 'java', 'libgdx', 'kotlin-coroutines', 'android-studio']"
Brazil,"['javascript', 'jquery', 'html', 'css', 'php', 'mysql']"
"Bengaluru, Karnataka, India","['c#', '.net', 'async-await', 'winforms', 'multithreading', 'wpf']"
,"['c#', 'sql', 'sql-server', 'vb.net', 'mysql', 'oracle']"
Poland,"['swift', 'ios', 'arrays', 'objective-c', 'option-type', 'xcode']"
"Auckland, New Zealand","['javascript', 'html', 'jquery', 'css', 'asp.net', 'c#']"
"Barcelona, Spain","['bash', 'shell', 'awk', 'linux', 'sed', 'regex']"
"Warsaw, Poland","['apache-spark', 'apache-spark-sql', 'sbt', 'scala', 'spark-structured-streaming', 'pyspark']"
"Boston, MA","['haskell', 'monads', 'functional-programming', 'types', 'applicative', 'haskell-lens']"
Earth,"['c++', 'c', 'c++17', 'templates', 'c++11', 'c++20']"
Germany,"['c++', '.htaccess', 'c', 'php', 'html', 'mysql']"
"London, UK","['c++', 'c', 'arrays', 'string', 'pointers', 'python']"
Israel,"['javascript', 'c#', 'angularjs', 'extjs', 'asp.net', 'svelte']"
,"['pandas', 'python', 'dataframe', 'list', 'numpy', 'group-by']"
Brazil,"['python', 'python-3.x', 'list', 'django', 'linux', 'django-models']"
"Spanaway, WA","['html', 'css', 'javascript', 'string', 'cross-browser', 'jquery']"
United Kingdom,"['c#', 'sql-server', 'sql', '.net', 'java', 'asp.net']"
United Kingdom,"['css', 'html', 'javascript', 'php', 'jquery', 'mysql']"
"Sondrio, Italy","['python', 'google-app-engine', 'html', 'android', 'java', 'google-cloud-datastore']"
"Beirut, Lebanon","['java', 'maven', 'regex', 'string', 'eclipse', 'generics']"
"Patras, Greece","['sql', 'sql-server', 'mysql', 'tsql', 'php', 'sql-server-2008']"
,"['python', 'ios', 'objective-c', 'django', 'iphone', 'cocoa-touch']"
"Sydney, Australia","['c#', 'windows', '.net', 'javascript', 'c++', 'jquery']"
,"['android', 'android-fragments', 'java', 'google-maps', 'android-layout', 'kotlin']"
,"['python', 'iphone', 'objective-c', 'c++', 'linux', 'c']"
"Surat, Gujarat, India","['swift', 'ios', 'xcode', 'uitableview', 'iphone', 'swift2']"
"Louisville, KY","['php', 'javascript', 'regex', 'mysql', 'jquery', 'arrays']"
India,"['jquery', 'javascript', 'html', 'css', 'arrays', 'ajax']"
United Kingdom,"['c++', 'android', 'c#', '.net', 'mfc', 'windows']"
NULL,"['php', 'html', 'javascript', 'jquery', 'css', 'oop']"
"Philadelphia, PA","['r', 'dataframe', 'ggplot2', 'regex', 'matrix', 'function']"
Israel,"['c++', 'python', 'c#', '.net', 'javascript', 'mysql']"
,"['reactjs', 'c++', 'haskell', 'material-ui', 'linux', 'javascript']"
"Kozhikode, India","['git', 'python', 'linux', 'emacs', 'bash', 'shell']"
,"['python', 'django', 'django-models', 'django-queryset', 'django-orm', 'django-templates']"
,"['c++', 'sql-server', 'sql', 'c', 'sql-server-2008', 'c#']"
India,"['git', 'python', 'github', 'list', 'python-3.x', 'ruby']"
India,"['swift', 'ios', 'swift3', 'objective-c', 'xcode', 'arrays']"
,"['android', 'php', 'java', 'android-fragments', 'android-layout', 'mysql']"
,"['sqlalchemy', 'python', 'mysql', 'orm', 'database', 'flask-sqlalchemy']"
India,"['iphone', 'objective-c', 'ios', 'cocoa-touch', 'uitableview', 'xcode']"
"Pittsburgh, PA, United States","['c++', 'c', 'c++11', 'templates', 'inheritance', 'pointers']"
Germany,"['java', 'ruby-on-rails', 'delphi', 'ruby', 'swing', 'winapi']"
Czech Republic,"['javascript', 'html', 'css', 'dojo', 'c#', 'jquery']"
Singapore,"['android', 'listview', 'firebase', 'java', 'go', 'python']"
"British Columbia, Canada","['clojure', 'vim', 'regex', 'lisp', 'function', 'emacs']"
,"['java', 'string', 'mysql', 'regex', 'encryption', 'multithreading']"
"London, UK","['mysql', 'java', 'c#', 'eclipse', 'sql', 'objective-c']"
"Bucharest, Romania","['c++', 'c++11', 'c', 'c++17', 'templates', 'language-lawyer']"
,"['emacs', 'elisp', 'emacs24', 'lisp', 'org-mode', 'key-bindings']"
"Dallas, TX, United States","['php', 'mysql', 'javascript', 'jquery', 'html', 'sql']"
Singapore,"['cuda', 'gpu', 'c', 'c++', 'python', 'gpgpu']"
"Bellevue, WA, United States","['git', 'python', 'java', 'c++', 'c', 'bash']"
Canada,"['php', 'c++', 'qt', 'python', 'wxwidgets', 'html']"
"London, United Kingdom","['python', 'numpy', 'arrays', 'scipy', 'matplotlib', 'pandas']"
,"['haskell', 'scheme', 'prolog', 'list', 'functional-programming', 'primes']"
"Puebla, Mexico","['css', 'html', 'svg', 'javascript', 'd3.js', 'jquery']"
Mauritius,"['regex', 'excel', 'tcl', 'python', 'javascript', 'excel-formula']"
"Perth, Australia","['c#', '.net', 'linq', 'wpf', 'mvvm', 'xaml']"
Finland,"['angular', 'typescript', 'angular-reactive-forms', 'angular2-forms', 'javascript', 'forms']"
United Kingdom,"['xslt', 'xml', 'xpath', 'xslt-1.0', 'xslt-2.0', 'html']"
California,"['iphone', 'ios', 'xcode', 'fft', 'objective-c', 'signal-processing']"
"San Francisco, CA","['objective-c', 'iphone', 'javascript', 'ios', 'c', 'c++']"
"Bengaluru, Karnataka, India","['vue.js', 'vuejs2', 'javascript', 'vue-component', 'vuex', 'vue-router']"
"Salt Lake City, Ut","['python', 'python-3.x', 'python-2.7', 'subprocess', 'list', 'multithreading']"
India,"['php', 'jquery', 'javascript', 'arrays', 'html', 'mysql']"
United States,"['javascript', 'python', 'objective-c', 'ios', 'iphone', 'cocoa']"
"Queensland, Australia","['python', 'css', 'html', 'php', 'javascript', 'arrays']"
California,"['memory-management', 'stack', 'language-agnostic', 'dynamic-memory-allocation', 'heap-memory', 'shell']"
,"['python', 'list', 'python-3.x', 'django', 'dictionary', 'python-2.7']"
"Warsaw, Poland","['c++', 'python', 'c', 'opengl', 'javascript', 'string']"
,"['bash', 'shell', 'linux', 'unix', 'awk', 'ruby']"
,"['c#', '.net', 'linq', 'winforms', 'asp.net', 'sql-server']"
,"['jquery', 'javascript', 'html', 'css', 'ajax', 'json']"
"Montpellier, Frankreich","['javascript', 'arrays', 'php', 'jquery', 'html', 'node.js']"
"Los Gatos, CA 🇺🇸","['node.js', 'express', 'javascript', 'mongoose', 'mongodb', 'jquery']"
"Seattle, WA, United States","['google-cloud-platform', 'amazon-web-services', 'python', 'google-cloud-iam', 'google-compute-engine', 'amazon-s3']"
French Riviera,"['redis', 'caching', 'python', 'nosql', 'go', 'performance']"
France,"['swift', 'ios', 'json', 'swift2', 'xcode', 'arrays']"
,"['c++', 'c++11', 'multithreading', 'c', 'linux', 'algorithm']"
"Seattle, WA","['c#', 'sql', 'sql-server', '.net', 'prolog', 'asp.net']"
"Dursley, United Kingdom","['vim', 'search', 'syntax-highlighting', 'c', 'c++', 'editor']"
"Duluth, GA","['python', 'git', 'java', 'javascript', 'http', 'rest']"
Switzerland,"['c', 'linux', 'c++', 'pointers', 'sockets', 'pthreads']"
"Minneapolis, MN, USA","['reactjs', 'material-ui', 'javascript', 'css', 'react-hooks', 'jss']"
"Mountain View, CA, United States","['c#', 'string', 'linq', 'list', '.net', 'lambda']"
"Arlington, TX, United States","['websocket', 'javascript', 'html', 'node.js', 'sockets', 'google-chrome']"
France,"['powershell', 'powershell-2.0', 'active-directory', 'c#', 'windows', '.net']"
"Amsterdam, Netherlands","['ios', 'objective-c', 'iphone', 'xcode', 'cocoa-touch', 'ipad']"
,"['c#', '.net', 'asp.net', 'sql', 'oracle', 'mysql']"
"Wroclaw, Poland","['javascript', 'jquery', 'php', 'c#', 'mysql', 'ajax']"
,"['regex', 'r', 'php', 'python', 'javascript', 'string']"
,"['lua', 'lua-table', 'c', 'string', 'c++', 'math']"
,"['javascript', 'java', 'c++', 'c', 'jquery', 'html']"
,"['css', 'html', 'php', 'javascript', 'jquery', 'css-selectors']"
Australia,"['java', 'c++', 'python', 'git', 'algorithm', 'rust']"
"Melbourne VIC, Australia","['twilio', 'javascript', 'twilio-api', 'node.js', 'twilio-php', 'php']"
,"['batch-file', 'windows', 'cmd', 'vbscript', 'command-line', 'for-loop']"
Quebec,"['vba', 'excel', 'ms-access', 'c#', 'userform', 'arrays']"
The Netherlands,"['javascript', 'html', 'jquery', 'arrays', 'regex', 'css']"
"Sydney, Australia","['android', 'android-layout', 'textview', 'java', 'listview', 'button']"
"Chisinau, Moldova","['asp.net-mvc', 'c#', 'automapper', 'valueinjecter', '.net', 'jquery']"
"Southampton, England United Kingdom","['c++', 'c', 'c#', 'performance', 'windows', 'algorithm']"
Brazil,"['javascript', 'jquery', 'css', 'html', 'jquery-ui', 'ajax']"
"Barcelona Area, Spain","['ios', 'objective-c', 'iphone', 'cocoa-touch', 'ipad', 'xcode']"
"New York, NY","['asp.net', 'c#', 'javascript', 'jquery', '.net', 'asp.net-mvc']"
Chile,"['sql-server', 'sql', 'tsql', 'sql-server-2008', 'oracle', 'sql-server-2005']"
India,"['c#', '.net', 'reflection', 'performance', 'mysql', 'linq']"
,"['android', 'php', 'javascript', 'jquery', 'zend-framework', 'symfony']"
"Brighton, England, United Kingdom","['c#', '.net', 'winforms', 'log4net', 'visual-studio', 'asp.net']"
"Budapest, Hungary","['rx-java', 'java', 'rx-java2', 'android', 'reactive-programming', 'rx-android']"
The Netherlands,"['c++', 'c++11', 'templates', 'c++14', 'algorithm', 'stl']"
Maryland,"['azure', 'azure-storage', 'azure-blob-storage', 'azure-web-app-service', 'azure-cosmosdb', 'azure-sql-database']"
"Houston, TX","['java', 'c', 'svn', 'maven', 'c++', 'linux']"
United States,"['c++', 'c#', 'java', '.net', 'iphone', 'python']"
"St Louis, MO","['java', 'clojure', 'concurrency', 'multithreading', 'clojure.spec', 'clojurescript']"
,"['c#', 'windows-phone-7', 'wpf', '.net', 'asp.net', 'winforms']"
"Gothenburg, Sweden","['swift', 'c++', 'ios', 'swift3', 'arrays', 'language-lawyer']"
"Ljubljana, Slovenia","['r', 'dataframe', 'ggplot2', 'plot', 'list', 'for-loop']"
